,created_at,sentiment,volumne,sentiment_1dlag,volumne_1dlag,sentiment_2dlag,volumne_2dlag,sentiment_3dlag,volumne_3dlag,open,high,low,close,adjclose,open_prevDay,high_prevDay,low_prevDay,close_prevDay,adjclose_prevDay
336,2015-09-13,0.0,1,0.0,2.0,0.12516666666666665,3.0,0.11315,2.0,,,,,,,,,,
337,2015-09-14,-0.3612,1,0.0,1.0,0.0,2.0,0.12516666666666665,3.0,50.22,50.85,49.93,50.64,50.64,49.53,50.05,48.95,50.05,50.05
338,2015-09-16,0.0,1,-0.3612,1.0,0.0,1.0,0.0,2.0,50.61,52.58,50.58,52.45,52.45,50.55,50.92,49.9,50.71,50.71
339,2015-09-17,0.0,1,0.0,1.0,-0.3612,1.0,0.0,1.0,52.79,53.1,52.14,52.41,52.41,50.61,52.58,50.58,52.45,52.45
340,2015-09-18,0.3544,2,0.0,1.0,0.0,1.0,-0.3612,1.0,51.59,52.76,51.5,52.12,52.12,52.79,53.1,52.14,52.41,52.41
341,2015-09-20,0.1779,1,0.3544,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,
342,2015-09-23,0.0,1,0.1779,1.0,0.3544,2.0,0.0,1.0,52.39,52.42,51.52,52.21,52.21,51.81,52.53,51.17,52.19,52.19
343,2015-09-24,0.0,1,0.0,1.0,0.1779,1.0,0.3544,2.0,51.91,52.69,51.24,52.62,52.62,52.39,52.42,51.52,52.21,52.21
344,2015-09-25,0.08895,2,0.0,1.0,0.0,1.0,0.1779,1.0,53.32,53.38,51.23,51.38,51.38,51.91,52.69,51.24,52.62,52.62
345,2015-09-26,0.33208000000000004,5,0.08895,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,
346,2015-09-27,0.836,1,0.33208000000000004,5.0,0.08895,2.0,0.0,1.0,,,,,,,,,,
347,2015-09-28,0.4019,1,0.836,1.0,0.33208000000000004,5.0,0.08895,2.0,51.47,51.96,49.32,49.69,49.69,53.32,53.38,51.23,51.38,51.38
348,2015-09-29,0.0,1,0.4019,1.0,0.836,1.0,0.33208000000000004,5.0,50.09,50.95,49.09,49.33,49.33,51.47,51.96,49.32,49.69,49.69
349,2015-09-30,-0.08209999999999999,6,0.0,1.0,0.4019,1.0,0.836,1.0,50.4,50.48,48.47,49.68,49.68,50.09,50.95,49.09,49.33,49.33
350,2015-10-01,0.0,1,-0.08209999999999999,6.0,0.0,1.0,0.4019,1.0,49.5,49.7,47.43,47.98,47.98,50.4,50.48,48.47,49.68,49.68
351,2015-10-03,0.2023,1,0.0,1.0,-0.08209999999999999,6.0,0.0,1.0,,,,,,,,,,
352,2015-10-05,0.188175,4,0.2023,1.0,0.0,1.0,-0.08209999999999999,6.0,49.77,49.97,48.83,49.23,49.23,47.12,49.54,46.99,49.51,49.51
353,2015-10-06,-0.5574,1,0.188175,4.0,0.2023,1.0,0.0,1.0,48.0,48.61,47.12,48.29,48.29,49.77,49.97,48.83,49.23,49.23
354,2015-10-07,0.44035,2,-0.5574,1.0,0.188175,4.0,0.2023,1.0,47.33,47.54,45.82,46.39,46.39,48.0,48.61,47.12,48.29,48.29
355,2015-10-08,0.29375,4,0.44035,2.0,-0.5574,1.0,0.188175,4.0,46.02,46.14,44.26,45.34,45.34,47.33,47.54,45.82,46.39,46.39
356,2015-10-09,0.4429,2,0.29375,4.0,0.44035,2.0,-0.5574,1.0,44.19,44.87,43.67,44.14,44.14,46.02,46.14,44.26,45.34,45.34
357,2015-10-11,-0.4404,1,0.4429,2.0,0.29375,4.0,0.44035,2.0,,,,,,,,,,
358,2015-10-12,0.6545333333333333,3,-0.4404,1.0,0.4429,2.0,0.29375,4.0,44.6,44.6,43.05,43.12,43.12,44.19,44.87,43.67,44.14,44.14
359,2015-10-13,0.16455000000000006,2,0.6545333333333333,3.0,-0.4404,1.0,0.4429,2.0,42.66,44.5,42.23,43.85,43.85,44.6,44.6,43.05,43.12,43.12
360,2015-10-14,0.45345,2,0.16455000000000006,2.0,0.6545333333333333,3.0,-0.4404,1.0,44.13,44.19,43.09,43.38,43.38,42.66,44.5,42.23,43.85,43.85
361,2015-10-15,0.16463333333333333,3,0.45345,2.0,0.16455000000000006,2.0,0.6545333333333333,3.0,43.29,44.35,42.74,44.26,44.26,44.13,44.19,43.09,43.38,43.38
362,2015-10-16,0.6489499999999999,2,0.16463333333333333,3.0,0.45345,2.0,0.16455000000000006,2.0,44.61,46.1,44.57,45.4,45.4,43.29,44.35,42.74,44.26,44.26
363,2015-10-17,0.35705000000000003,2,0.6489499999999999,2.0,0.16463333333333333,3.0,0.45345,2.0,,,,,,,,,,
364,2015-10-18,-0.4278,1,0.35705000000000003,2.0,0.6489499999999999,2.0,0.16463333333333333,3.0,,,,,,,,,,
365,2015-10-19,0.7345,1,-0.4278,1.0,0.35705000000000003,2.0,0.6489499999999999,2.0,45.3,46.23,44.99,45.62,45.62,44.61,46.1,44.57,45.4,45.4
366,2015-10-20,0.6369,1,0.7345,1.0,-0.4278,1.0,0.35705000000000003,2.0,45.54,45.72,40.4,42.61,42.61,45.3,46.23,44.99,45.62,45.62
367,2015-10-21,0.6185333333333333,3,0.6369,1.0,0.7345,1.0,-0.4278,1.0,42.4,42.96,41.76,42.02,42.02,45.54,45.72,40.4,42.61,42.61
368,2015-10-22,-0.10015,2,0.6185333333333333,3.0,0.6369,1.0,0.7345,1.0,42.31,43.15,41.88,42.34,42.34,42.4,42.96,41.76,42.02,42.02
369,2015-10-23,0.0,1,-0.10015,2.0,0.6185333333333333,3.0,0.6369,1.0,43.0,43.07,41.54,41.82,41.82,42.31,43.15,41.88,42.34,42.34
370,2015-10-25,0.0,2,0.0,1.0,-0.10015,2.0,0.6185333333333333,3.0,,,,,,,,,,
371,2015-10-26,0.28190000000000004,2,0.0,2.0,0.0,1.0,-0.10015,2.0,42.28,43.18,42.0,43.05,43.05,43.0,43.07,41.54,41.82,41.82
372,2015-10-27,0.42375,2,0.28190000000000004,2.0,0.0,2.0,0.0,1.0,42.97,43.42,41.5,42.07,42.07,42.28,43.18,42.0,43.05,43.05
373,2015-10-28,-0.3945,2,0.42375,2.0,0.28190000000000004,2.0,0.0,2.0,42.26,42.69,41.66,42.59,42.59,42.97,43.42,41.5,42.07,42.07
374,2015-10-29,0.21075,2,-0.3945,2.0,0.42375,2.0,0.28190000000000004,2.0,42.35,42.75,42.13,42.33,42.33,42.26,42.69,41.66,42.59,42.59
375,2015-10-30,0.836,1,0.21075,2.0,-0.3945,2.0,0.42375,2.0,42.08,42.33,40.78,41.39,41.39,42.35,42.75,42.13,42.33,42.33
376,2015-11-02,0.4391,1,0.836,1.0,0.21075,2.0,-0.3945,2.0,41.78,43.16,41.44,42.76,42.76,42.08,42.33,40.78,41.39,41.39
377,2015-11-04,0.4404,1,0.4391,1.0,0.836,1.0,0.21075,2.0,45.4,46.55,45.04,46.33,46.33,42.77,42.89,41.55,41.67,41.67
378,2015-11-06,0.0,1,0.4404,1.0,0.4391,1.0,0.836,1.0,46.14,46.67,45.9,46.47,46.47,46.12,46.92,45.84,46.35,46.35
379,2015-11-08,0.12195000000000004,2,0.0,1.0,0.4404,1.0,0.4391,1.0,,,,,,,,,,
380,2015-11-11,0.0,1,0.12195000000000004,2.0,0.0,1.0,0.4404,1.0,43.55,43.9,42.73,43.82,43.82,44.7,44.74,43.22,43.3,43.3
381,2015-11-12,0.0,2,0.0,1.0,0.12195000000000004,2.0,0.0,1.0,43.57,43.8,42.53,42.59,42.59,43.55,43.9,42.73,43.82,43.82
382,2015-11-14,0.8254,1,0.0,2.0,0.0,1.0,0.12195000000000004,2.0,,,,,,,,,,
383,2015-11-15,0.0,2,0.8254,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,
384,2015-11-17,0.0,1,0.0,2.0,0.8254,1.0,0.0,2.0,43.04,43.2,42.28,42.8,42.8,41.22,43.0,41.16,42.86,42.86
385,2015-11-18,0.5896,2,0.0,1.0,0.0,2.0,0.8254,1.0,42.9,44.28,42.5,44.21,44.21,43.04,43.2,42.28,42.8,42.8
386,2015-11-19,0.6269,1,0.5896,2.0,0.0,1.0,0.0,2.0,44.11,45.24,44.06,44.36,44.36,42.9,44.28,42.5,44.21,44.21
387,2015-11-20,0.515,2,0.6269,1.0,0.5896,2.0,0.0,1.0,44.7,45.0,42.72,44.0,44.0,44.11,45.24,44.06,44.36,44.36
388,2015-11-23,0.0,1,0.515,2.0,0.6269,1.0,0.5896,2.0,43.47,43.84,42.94,43.55,43.55,44.7,45.0,42.72,44.0,44.0
389,2015-11-24,0.4334,3,0.0,1.0,0.515,2.0,0.6269,1.0,43.07,44.2,43.0,43.65,43.65,43.47,43.84,42.94,43.55,43.55
390,2015-11-25,0.28595,2,0.4334,3.0,0.0,1.0,0.515,2.0,44.27,46.17,44.08,45.93,45.93,43.07,44.2,43.0,43.65,43.65
391,2015-11-26,0.305725,4,0.28595,2.0,0.4334,3.0,0.0,1.0,,,,,,,,,,
392,2015-11-27,0.4418666666666667,3,0.305725,4.0,0.28595,2.0,0.4334,3.0,46.21,46.45,45.4,46.32,46.32,44.27,46.17,44.08,45.93,45.93
393,2015-11-29,0.5215,1,0.4418666666666667,3.0,0.305725,4.0,0.28595,2.0,,,,,,,,,,
394,2015-12-01,0.4089666666666667,3,0.5215,1.0,0.4418666666666667,3.0,0.305725,4.0,46.21,47.6,46.21,47.44,47.44,46.36,46.86,45.82,46.05,46.05
395,2015-12-02,0.8745,1,0.4089666666666667,3.0,0.5215,1.0,0.4418666666666667,3.0,47.4,47.72,46.25,46.4,46.4,46.21,47.6,46.21,47.44,47.44
396,2015-12-03,0.0,2,0.8745,1.0,0.4089666666666667,3.0,0.5215,1.0,47.1,47.49,46.0,46.54,46.54,47.4,47.72,46.25,46.4,46.4
397,2015-12-04,0.4767,3,0.0,2.0,0.8745,1.0,0.4089666666666667,3.0,46.49,46.65,45.53,46.08,46.08,47.1,47.49,46.0,46.54,46.54
398,2015-12-06,0.3101666666666667,3,0.4767,3.0,0.0,2.0,0.8745,1.0,,,,,,,,,,
399,2015-12-07,0.33335000000000004,2,0.3101666666666667,3.0,0.4767,3.0,0.0,2.0,45.54,47.13,45.23,46.23,46.23,46.49,46.65,45.53,46.08,46.08
400,2015-12-08,0.0,1,0.33335000000000004,2.0,0.3101666666666667,3.0,0.4767,3.0,45.5,45.76,44.84,45.34,45.34,45.54,47.13,45.23,46.23,46.23
401,2015-12-09,0.5893333333333334,3,0.0,1.0,0.33335000000000004,2.0,0.3101666666666667,3.0,45.34,45.5,44.14,44.9,44.9,45.5,45.76,44.84,45.34,45.34
402,2015-12-10,0.30363333333333337,3,0.5893333333333334,3.0,0.0,1.0,0.33335000000000004,2.0,44.94,45.7,44.73,45.41,45.41,45.34,45.5,44.14,44.9,44.9
403,2015-12-11,0.0,2,0.30363333333333337,3.0,0.5893333333333334,3.0,0.0,1.0,45.05,45.15,43.33,43.4,43.4,44.94,45.7,44.73,45.41,45.41
404,2015-12-12,0.3951,3,0.0,2.0,0.30363333333333337,3.0,0.5893333333333334,3.0,,,,,,,,,,
405,2015-12-13,0.05135,2,0.3951,3.0,0.0,2.0,0.30363333333333337,3.0,,,,,,,,,,
406,2015-12-15,0.5719,1,0.05135,2.0,0.3951,3.0,0.0,2.0,44.36,44.44,43.6,44.22,44.22,43.5,44.18,42.97,43.72,43.72
407,2015-12-16,0.36725,2,0.5719,1.0,0.05135,2.0,0.3951,3.0,44.42,46.98,44.15,46.9,46.9,44.36,44.44,43.6,44.22,44.22
408,2015-12-17,0.3886000000000001,3,0.36725,2.0,0.5719,1.0,0.05135,2.0,46.79,47.55,45.96,46.68,46.68,44.42,46.98,44.15,46.9,46.9
409,2015-12-18,0.52165,4,0.3886000000000001,3.0,0.36725,2.0,0.5719,1.0,46.58,47.18,45.86,46.09,46.09,46.79,47.55,45.96,46.68,46.68
410,2015-12-19,-0.3595,1,0.52165,4.0,0.3886000000000001,3.0,0.36725,2.0,,,,,,,,,,
411,2015-12-20,0.7506,1,-0.3595,1.0,0.52165,4.0,0.3886000000000001,3.0,,,,,,,,,,
412,2015-12-21,0.3932,2,0.7506,1.0,-0.3595,1.0,0.52165,4.0,46.34,47.17,46.22,46.51,46.51,46.58,47.18,45.86,46.09,46.09
413,2015-12-22,0.0,1,0.3932,2.0,0.7506,1.0,-0.3595,1.0,47.0,47.31,45.93,45.99,45.99,46.34,47.17,46.22,46.51,46.51
414,2015-12-23,0.19063333333333327,3,0.0,1.0,0.3932,2.0,0.7506,1.0,46.44,46.69,45.63,45.94,45.94,47.0,47.31,45.93,45.99,45.99
415,2015-12-25,0.26880000000000004,2,0.19063333333333327,3.0,0.0,1.0,0.3932,2.0,,,,,,,,,,
416,2015-12-26,0.0,1,0.26880000000000004,2.0,0.19063333333333327,3.0,0.0,1.0,,,,,,,,,,
417,2015-12-28,0.6114,1,0.0,1.0,0.26880000000000004,2.0,0.19063333333333327,3.0,46.3,46.4,45.11,45.79,45.79,46.11,46.38,45.66,46.11,46.11
418,2015-12-29,0.0,2,0.6114,1.0,0.0,1.0,0.26880000000000004,2.0,46.01,47.54,45.91,47.44,47.44,46.3,46.4,45.11,45.79,45.79
419,2015-12-30,0.0,1,0.0,2.0,0.6114,1.0,0.0,1.0,47.32,48.73,47.13,47.62,47.62,46.01,47.54,45.91,47.44,47.44
420,2015-12-31,-0.021733333333333344,3,0.0,1.0,0.0,2.0,0.6114,1.0,47.7,48.69,47.67,48.0,48.0,47.32,48.73,47.13,47.62,47.62
421,2016-01-01,-0.4767,2,-0.021733333333333344,3.0,0.0,1.0,0.0,2.0,,,,,,,,,,
422,2016-01-04,0.41600000000000004,1,-0.4767,2.0,-0.021733333333333344,3.0,0.0,1.0,46.14,46.28,43.8,44.68,44.68,47.7,48.69,47.67,48.0,48.0
423,2016-01-05,0.5719,1,0.41600000000000004,1.0,-0.4767,2.0,-0.021733333333333344,3.0,45.27,45.38,44.0,44.69,44.69,46.14,46.28,43.8,44.68,44.68
424,2016-01-07,0.34126666666666666,3,0.5719,1.0,0.41600000000000004,1.0,-0.4767,2.0,42.84,43.69,42.73,43.13,43.13,44.0,44.01,43.2,43.81,43.81
425,2016-01-09,0.784,1,0.34126666666666666,3.0,0.5719,1.0,0.41600000000000004,1.0,,,,,,,,,,
426,2016-01-10,0.2775,2,0.784,1.0,0.34126666666666666,3.0,0.5719,1.0,,,,,,,,,,
427,2016-01-11,0.0,1,0.2775,2.0,0.784,1.0,0.34126666666666666,3.0,42.8,42.89,40.6,41.57,41.57,43.57,44.09,42.15,42.2,42.2
428,2016-01-13,0.3612,1,0.0,1.0,0.2775,2.0,0.784,1.0,42.4,42.53,40.0,40.06,40.06,42.32,42.75,41.06,41.99,41.99
429,2016-01-14,0.0,1,0.3612,1.0,0.0,1.0,0.2775,2.0,40.44,42.0,38.68,41.24,41.24,42.4,42.53,40.0,40.06,40.06
430,2016-01-15,0.0,1,0.0,1.0,0.3612,1.0,0.0,1.0,39.79,41.01,39.45,41.0,41.0,40.44,42.0,38.68,41.24,41.24
431,2016-01-16,0.0,1,0.0,1.0,0.0,1.0,0.3612,1.0,,,,,,,,,,
432,2016-01-19,0.5106,1,0.0,1.0,0.0,1.0,0.0,1.0,41.74,42.09,40.16,40.94,40.94,39.79,41.01,39.45,41.0,41.0
433,2016-01-20,-0.2263,1,0.5106,1.0,0.0,1.0,0.0,1.0,39.88,40.26,38.25,39.74,39.74,41.74,42.09,40.16,40.94,40.94
434,2016-01-21,0.0,1,-0.2263,1.0,0.5106,1.0,0.0,1.0,40.31,40.65,39.0,39.99,39.99,39.88,40.26,38.25,39.74,39.74
435,2016-01-22,0.3397,2,0.0,1.0,-0.2263,1.0,0.5106,1.0,40.96,41.1,39.81,40.51,40.51,40.31,40.65,39.0,39.99,39.99
436,2016-01-24,0.6597,1,0.3397,2.0,0.0,1.0,-0.2263,1.0,,,,,,,,,,
437,2016-01-26,0.061049999999999986,2,0.6597,1.0,0.3397,2.0,0.0,1.0,39.34,39.56,37.78,38.71,38.71,40.01,40.71,39.18,39.28,39.28
438,2016-01-27,-0.2755,1,0.061049999999999986,2.0,0.6597,1.0,0.3397,2.0,38.48,38.65,37.15,37.61,37.61,39.34,39.56,37.78,38.71,38.71
439,2016-01-28,0.0,1,-0.2755,1.0,0.061049999999999986,2.0,0.6597,1.0,38.16,38.26,36.48,37.94,37.94,38.48,38.65,37.15,37.61,37.61
440,2016-01-29,0.0,1,0.0,1.0,-0.2755,1.0,0.061049999999999986,2.0,37.99,38.75,37.62,38.24,38.24,38.16,38.26,36.48,37.94,37.94
441,2016-01-31,0.4767,1,0.0,1.0,0.0,1.0,-0.2755,1.0,,,,,,,,,,
442,2016-02-02,0.5106,1,0.4767,1.0,0.0,1.0,0.0,1.0,38.48,38.62,36.05,36.56,36.56,37.75,39.9,36.55,39.39,39.39
443,2016-02-03,0.0,1,0.5106,1.0,0.4767,1.0,0.0,1.0,36.72,36.79,34.04,34.7,34.7,38.48,38.62,36.05,36.56,36.56
444,2016-02-04,0.0,1,0.0,1.0,0.5106,1.0,0.4767,1.0,34.14,35.2,33.4,35.07,35.07,36.72,36.79,34.04,34.7,34.7
445,2016-02-05,0.6369,1,0.0,1.0,0.0,1.0,0.5106,1.0,34.26,34.6,31.55,32.52,32.52,34.14,35.2,33.4,35.07,35.07
446,2016-02-06,0.4215,1,0.6369,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,
447,2016-02-08,0.4215,1,0.4215,1.0,0.6369,1.0,0.0,1.0,31.42,31.43,29.2,29.6,29.6,34.26,34.6,31.55,32.52,32.52
448,2016-02-09,0.76735,2,0.4215,1.0,0.4215,1.0,0.6369,1.0,28.46,31.96,28.21,29.65,29.65,31.42,31.43,29.2,29.6,29.6
449,2016-02-10,0.69,1,0.76735,2.0,0.4215,1.0,0.4215,1.0,30.1,30.99,28.35,28.73,28.73,28.46,31.96,28.21,29.65,29.65
450,2016-02-12,0.0,1,0.69,1.0,0.76735,2.0,0.4215,1.0,31.0,31.4,28.74,30.21,30.21,30.4,32.65,29.4,30.09,30.09
451,2016-02-13,0.0,1,0.0,1.0,0.69,1.0,0.76735,2.0,,,,,,,,,,
452,2016-02-16,0.0683,4,0.0,1.0,0.0,1.0,0.69,1.0,31.74,32.59,30.82,31.03,31.03,31.0,31.4,28.74,30.21,30.21
453,2016-02-17,-0.0461,3,0.0683,4.0,0.0,1.0,0.0,1.0,31.8,33.87,31.34,33.74,33.74,31.74,32.59,30.82,31.03,31.03
454,2016-02-18,0.0,2,-0.0461,3.0,0.0683,4.0,0.0,1.0,34.48,34.59,32.95,33.35,33.35,31.8,33.87,31.34,33.74,33.74
455,2016-02-20,0.0,1,0.0,2.0,-0.0461,3.0,0.0683,4.0,,,,,,,,,,
456,2016-02-21,0.25465,2,0.0,1.0,0.0,2.0,-0.0461,3.0,,,,,,,,,,
457,2016-02-22,0.784,1,0.25465,2.0,0.0,1.0,0.0,2.0,34.02,35.78,33.97,35.55,35.55,32.73,33.5,32.5,33.32,33.32
458,2016-02-23,0.0,2,0.784,1.0,0.25465,2.0,0.0,1.0,35.23,36.35,34.74,35.44,35.44,34.02,35.78,33.97,35.55,35.55
459,2016-02-24,0.3612,1,0.0,2.0,0.784,1.0,0.25465,2.0,34.55,35.9,33.57,35.8,35.8,35.23,36.35,34.74,35.44,35.44
460,2016-02-25,0.4019,1,0.3612,1.0,0.0,2.0,0.784,1.0,35.73,37.7,35.04,37.49,37.49,34.55,35.9,33.57,35.8,35.8
461,2016-02-26,0.2944,1,0.4019,1.0,0.3612,1.0,0.0,2.0,37.74,38.4,37.0,38.07,38.07,35.73,37.7,35.04,37.49,37.49
462,2016-02-29,0.1204,3,0.2944,1.0,0.4019,1.0,0.3612,1.0,38.48,39.27,37.84,38.39,38.39,37.74,38.4,37.0,38.07,38.07
463,2016-03-01,0.10115,2,0.1204,3.0,0.2944,1.0,0.4019,1.0,38.85,39.19,36.54,37.27,37.27,38.48,39.27,37.84,38.39,38.39
464,2016-03-02,-0.4019,1,0.10115,2.0,0.1204,3.0,0.2944,1.0,36.75,37.7,36.3,37.67,37.67,38.85,39.19,36.54,37.27,37.27
465,2016-03-03,0.1591,2,-0.4019,1.0,0.10115,2.0,0.1204,3.0,37.66,39.48,36.84,39.15,39.15,36.75,37.7,36.3,37.67,37.67
466,2016-03-04,0.0,2,0.1591,2.0,-0.4019,1.0,0.10115,2.0,39.6,40.81,39.5,40.21,40.21,37.66,39.48,36.84,39.15,39.15
467,2016-03-05,0.0,1,0.0,2.0,0.1591,2.0,-0.4019,1.0,,,,,,,,,,
468,2016-03-08,0.3953,2,0.0,1.0,0.0,2.0,0.1591,2.0,40.7,41.5,40.44,40.52,40.52,39.54,41.94,39.48,41.06,41.06
469,2016-03-09,0.4767,1,0.3953,2.0,0.0,1.0,0.0,2.0,40.9,41.87,40.56,41.74,41.74,40.7,41.5,40.44,40.52,40.52
470,2016-03-10,0.3175666666666666,3,0.4767,1.0,0.3953,2.0,0.0,1.0,42.0,42.66,40.13,41.04,41.04,40.9,41.87,40.56,41.74,41.74
471,2016-03-12,0.3114333333333333,3,0.3175666666666666,3.0,0.4767,1.0,0.3953,2.0,,,,,,,,,,
472,2016-03-13,0.4019,1,0.3114333333333333,3.0,0.3175666666666666,3.0,0.4767,1.0,,,,,,,,,,
473,2016-03-14,0.1531,1,0.4019,1.0,0.3114333333333333,3.0,0.3175666666666666,3.0,42.53,43.34,42.13,43.03,43.03,41.59,41.88,41.07,41.5,41.5
474,2016-03-15,0.1806,2,0.1531,1.0,0.4019,1.0,0.3114333333333333,3.0,42.85,43.79,42.3,43.67,43.67,42.53,43.34,42.13,43.03,43.03
475,2016-03-16,0.28026666666666666,3,0.1806,2.0,0.1531,1.0,0.4019,1.0,43.6,44.52,43.4,44.39,44.39,42.85,43.79,42.3,43.67,43.67
476,2016-03-18,0.39825,4,0.28026666666666666,3.0,0.1806,2.0,0.1531,1.0,45.82,46.9,45.61,46.55,46.55,44.29,45.7,44.0,45.28,45.28
477,2016-03-20,0.0,2,0.39825,4.0,0.28026666666666666,3.0,0.1806,2.0,,,,,,,,,,
478,2016-03-21,0.190775,4,0.0,2.0,0.39825,4.0,0.28026666666666666,3.0,47.07,47.98,47.0,47.66,47.66,45.82,46.9,45.61,46.55,46.55
479,2016-03-22,0.386775,4,0.190775,4.0,0.0,2.0,0.39825,4.0,47.44,47.8,46.51,46.85,46.85,47.07,47.98,47.0,47.66,47.66
480,2016-03-23,0.309425,4,0.386775,4.0,0.190775,4.0,0.0,2.0,46.47,46.95,44.41,44.52,44.52,47.44,47.8,46.51,46.85,46.85
481,2016-03-24,0.0,1,0.309425,4.0,0.386775,4.0,0.190775,4.0,43.16,45.78,43.0,45.55,45.55,46.47,46.95,44.41,44.52,44.52
482,2016-03-25,0.2918333333333333,3,0.0,1.0,0.309425,4.0,0.386775,4.0,,,,,,,,,,
483,2016-03-26,0.0,1,0.2918333333333333,3.0,0.0,1.0,0.309425,4.0,,,,,,,,,,
484,2016-03-29,0.0,2,0.0,1.0,0.2918333333333333,3.0,0.0,1.0,45.98,46.48,45.07,46.03,46.03,46.32,46.96,45.0,46.05,46.05
485,2016-03-30,0.16419999999999998,3,0.0,2.0,0.0,1.0,0.2918333333333333,3.0,47.02,47.1,45.3,45.38,45.38,45.98,46.48,45.07,46.03,46.03
486,2016-03-31,0.07937142857142858,7,0.16419999999999998,3.0,0.0,2.0,0.0,1.0,45.87,47.48,45.0,45.95,45.95,47.02,47.1,45.3,45.38,45.38
487,2016-04-01,0.08899090909090909,11,0.07937142857142858,7.0,0.16419999999999998,3.0,0.0,2.0,48.97,49.58,46.65,47.52,47.52,45.87,47.48,45.0,45.95,45.95
488,2016-04-02,0.3348,2,0.08899090909090909,11.0,0.07937142857142858,7.0,0.16419999999999998,3.0,,,,,,,,,,
489,2016-04-03,0.27055,2,0.3348,2.0,0.08899090909090909,11.0,0.07937142857142858,7.0,,,,,,,,,,
490,2016-04-05,0.67285,2,0.27055,2.0,0.3348,2.0,0.08899090909090909,11.0,48.1,51.31,48.0,51.09,51.09,49.82,50.42,48.73,49.4,49.4
491,2016-04-06,-0.3612,1,0.67285,2.0,0.27055,2.0,0.3348,2.0,50.79,53.55,50.69,53.08,53.08,48.1,51.31,48.0,51.09,51.09
492,2016-04-07,0.1591,2,-0.3612,1.0,0.67285,2.0,0.27055,2.0,53.29,53.87,50.9,51.44,51.44,50.79,53.55,50.69,53.08,53.08
493,2016-04-08,0.23,3,0.1591,2.0,-0.3612,1.0,0.67285,2.0,52.1,52.16,49.6,50.01,50.01,53.29,53.87,50.9,51.44,51.44
494,2016-04-09,0.0,1,0.23,3.0,0.1591,2.0,-0.3612,1.0,,,,,,,,,,
495,2016-04-10,0.0,1,0.0,1.0,0.23,3.0,0.1591,2.0,,,,,,,,,,
496,2016-04-11,0.7351,1,0.0,1.0,0.0,1.0,0.23,3.0,50.2,51.8,49.06,49.98,49.98,52.1,52.16,49.6,50.01,50.01
497,2016-04-12,0.1204,3,0.7351,1.0,0.0,1.0,0.0,1.0,49.9,50.36,48.73,49.56,49.56,50.2,51.8,49.06,49.98,49.98
498,2016-04-13,0.5719,1,0.1204,3.0,0.7351,1.0,0.0,1.0,49.7,51.1,49.47,50.91,50.91,49.9,50.36,48.73,49.56,49.56
499,2016-04-14,0.7184,1,0.5719,1.0,0.1204,3.0,0.7351,1.0,50.6,51.37,50.21,50.37,50.37,49.7,51.1,49.47,50.91,50.91
500,2016-04-17,0.0,1,0.7184,1.0,0.5719,1.0,0.1204,3.0,,,,,,,,,,
501,2016-04-19,0.0,1,0.0,1.0,0.7184,1.0,0.5719,1.0,50.62,50.87,48.25,49.47,49.47,50.45,51.66,50.33,50.78,50.78
502,2016-04-20,0.4404,1,0.0,1.0,0.0,1.0,0.7184,1.0,49.25,50.73,48.3,49.99,49.99,50.62,50.87,48.25,49.47,49.47
503,2016-04-21,0.0,2,0.4404,1.0,0.0,1.0,0.0,1.0,49.8,50.18,49.38,49.66,49.66,49.25,50.73,48.3,49.99,49.99
504,2016-04-22,0.31095,4,0.0,2.0,0.4404,1.0,0.0,1.0,49.78,50.8,49.14,50.75,50.75,49.8,50.18,49.38,49.66,49.66
505,2016-04-23,0.2732,1,0.31095,4.0,0.0,2.0,0.4404,1.0,,,,,,,,,,
506,2016-04-25,0.0,2,0.2732,1.0,0.31095,4.0,0.0,2.0,50.6,51.48,50.15,50.36,50.36,49.78,50.8,49.14,50.75,50.75
507,2016-04-26,0.0,1,0.0,2.0,0.2732,1.0,0.31095,4.0,50.41,51.15,49.88,50.75,50.75,50.6,51.48,50.15,50.36,50.36
508,2016-04-27,0.282,3,0.0,1.0,0.0,2.0,0.2732,1.0,50.55,51.0,49.88,50.29,50.29,50.41,51.15,49.88,50.75,50.75
509,2016-04-28,0.4939,2,0.282,3.0,0.0,1.0,0.0,2.0,49.97,50.69,49.49,49.54,49.54,50.55,51.0,49.88,50.29,50.29
510,2016-04-29,0.3612,1,0.4939,2.0,0.282,3.0,0.0,1.0,49.63,49.69,47.56,48.15,48.15,49.97,50.69,49.49,49.54,49.54
511,2016-04-30,0.0,1,0.3612,1.0,0.4939,2.0,0.282,3.0,,,,,,,,,,
512,2016-05-02,0.064,2,0.0,1.0,0.3612,1.0,0.4939,2.0,48.3,48.64,46.96,48.36,48.36,49.63,49.69,47.56,48.15,48.15
513,2016-05-03,-0.07655,2,0.064,2.0,0.0,1.0,0.3612,1.0,47.47,47.78,46.32,46.46,46.46,48.3,48.64,46.96,48.36,48.36
514,2016-05-05,0.0,1,-0.07655,2.0,0.064,2.0,0.0,1.0,45.69,45.73,41.96,42.31,42.31,46.06,46.89,44.08,44.51,44.51
