,created_at,sentiment,volumne,sentiment_1dlag,volumne_1dlag,sentiment_2dlag,volumne_2dlag,sentiment_3dlag,volumne_3dlag,open,high,low,close,adjclose,open_prevDay,high_prevDay,low_prevDay,close_prevDay,adjclose_prevDay
157,2015-01-23,0.3612,1,-0.34,1.0,0.49085,2.0,0.27295,2.0,40.06,40.7,39.67,40.26,40.26,39.4,40.65,39.04,40.32,40.32
158,2015-01-26,0.293675,4,0.3612,1.0,-0.34,1.0,0.49085,2.0,40.37,41.72,40.21,41.31,41.31,40.06,40.7,39.67,40.26,40.26
159,2015-01-27,0.0,1,0.293675,4.0,0.3612,1.0,-0.34,1.0,40.88,41.61,40.66,41.2,41.2,40.37,41.72,40.21,41.31,41.31
160,2015-01-28,0.0772,1,0.0,1.0,0.293675,4.0,0.3612,1.0,41.22,41.27,39.68,39.87,39.87,40.88,41.61,40.66,41.2,41.2
161,2015-01-29,-0.057774999999999986,4,0.0772,1.0,0.0,1.0,0.293675,4.0,40.21,41.2,39.3,41.04,41.04,41.22,41.27,39.68,39.87,39.87
162,2015-01-30,0.27225,2,-0.057774999999999986,4.0,0.0772,1.0,0.0,1.0,40.79,41.49,40.6,40.72,40.72,40.21,41.2,39.3,41.04,41.04
163,2015-01-31,0.8268,1,0.27225,2.0,-0.057774999999999986,4.0,0.0772,1.0,,,,,,,,,,
164,2015-02-02,0.3578,1,0.8268,1.0,0.27225,2.0,-0.057774999999999986,4.0,40.79,42.39,40.66,42.19,42.19,40.79,41.49,40.6,40.72,40.72
165,2015-02-03,0.555,1,0.3578,1.0,0.8268,1.0,0.27225,2.0,42.64,44.07,42.25,43.67,43.67,40.79,42.39,40.66,42.19,42.19
166,2015-02-04,-0.1426,3,0.555,1.0,0.3578,1.0,0.8268,1.0,43.66,44.3,43.36,43.71,43.71,42.64,44.07,42.25,43.67,43.67
167,2015-02-05,0.3612,1,-0.1426,3.0,0.555,1.0,0.3578,1.0,43.98,45.1,43.93,44.2,44.2,43.66,44.3,43.36,43.71,43.71
168,2015-02-06,-0.20095,2,0.3612,1.0,-0.1426,3.0,0.555,1.0,44.4,44.68,43.3,43.47,43.47,43.98,45.1,43.93,44.2,44.2
169,2015-02-10,0.5719,1,-0.20095,2.0,0.3612,1.0,-0.1426,3.0,43.51,44.1,43.0,43.26,43.26,43.08,43.59,42.4,43.5,43.5
170,2015-02-12,0.6793,1,0.5719,1.0,-0.20095,2.0,0.3612,1.0,38.71,40.62,38.66,40.58,40.58,42.44,42.95,41.46,42.56,42.56
171,2015-02-13,0.0,1,0.6793,1.0,0.5719,1.0,-0.20095,2.0,40.58,41.2,40.18,40.75,40.75,38.71,40.62,38.66,40.58,40.58
172,2015-02-16,0.2263,1,0.0,1.0,0.6793,1.0,0.5719,1.0,,,,,,,,,,
173,2015-02-18,0.0,1,0.2263,1.0,0.0,1.0,0.6793,1.0,40.83,41.23,40.52,40.89,40.89,41.14,41.14,40.3,40.87,40.87
174,2015-02-19,0.0,1,0.0,1.0,0.2263,1.0,0.0,1.0,41.0,42.49,40.75,42.34,42.34,40.83,41.23,40.52,40.89,40.89
175,2015-02-23,0.0,1,0.0,1.0,0.0,1.0,0.2263,1.0,43.13,43.64,41.27,41.47,41.47,42.16,43.52,41.96,43.42,43.42
176,2015-02-24,0.6716500000000001,2,0.0,1.0,0.0,1.0,0.0,1.0,41.46,41.46,40.34,40.82,40.82,43.13,43.64,41.27,41.47,41.47
177,2015-02-25,0.0,1,0.6716500000000001,2.0,0.0,1.0,0.0,1.0,40.99,41.43,40.52,40.75,40.75,41.46,41.46,40.34,40.82,40.82
178,2015-02-26,0.743,1,0.0,1.0,0.6716500000000001,2.0,0.0,1.0,40.8,42.22,40.44,41.44,41.44,40.99,41.43,40.52,40.75,40.75
179,2015-02-27,0.1568,5,0.743,1.0,0.0,1.0,0.6716500000000001,2.0,41.38,41.71,40.56,40.67,40.67,40.8,42.22,40.44,41.44,41.44
180,2015-02-28,0.4019,1,0.1568,5.0,0.743,1.0,0.0,1.0,,,,,,,,,,
181,2015-03-02,0.128,1,0.4019,1.0,0.1568,5.0,0.743,1.0,40.54,40.67,39.17,39.47,39.47,41.38,41.71,40.56,40.67,40.67
182,2015-03-04,0.0,2,0.128,1.0,0.4019,1.0,0.1568,5.0,39.85,40.5,39.44,40.49,40.49,39.36,40.05,39.06,39.91,39.91
183,2015-03-06,0.7263,1,0.0,2.0,0.128,1.0,0.4019,1.0,39.84,40.15,38.43,38.78,38.78,40.57,41.24,40.03,40.13,40.13
184,2015-03-07,0.0,1,0.7263,1.0,0.0,2.0,0.128,1.0,,,,,,,,,,
185,2015-03-09,0.4588,1,0.0,1.0,0.7263,1.0,0.0,2.0,38.88,38.9,37.65,38.18,38.18,39.84,40.15,38.43,38.78,38.78
186,2015-03-10,0.068975,4,0.4588,1.0,0.0,1.0,0.7263,1.0,37.69,38.7,37.52,38.06,38.06,38.88,38.9,37.65,38.18,38.18
187,2015-03-11,-0.1645,2,0.068975,4.0,0.4588,1.0,0.0,1.0,38.23,39.24,38.2,38.75,38.75,37.69,38.7,37.52,38.06,38.06
188,2015-03-12,0.0,1,-0.1645,2.0,0.068975,4.0,0.4588,1.0,38.75,38.89,37.95,38.21,38.21,38.23,39.24,38.2,38.75,38.75
189,2015-03-13,0.6419,1,0.0,1.0,-0.1645,2.0,0.068975,4.0,37.79,38.35,37.46,37.74,37.74,38.75,38.89,37.95,38.21,38.21
190,2015-03-16,0.5563,1,0.6419,1.0,0.0,1.0,-0.1645,2.0,38.4,39.18,37.96,39.14,39.14,37.79,38.35,37.46,37.74,37.74
191,2015-03-17,0.5859,1,0.5563,1.0,0.6419,1.0,0.0,1.0,39.09,39.74,38.79,38.95,38.95,38.4,39.18,37.96,39.14,39.14
192,2015-03-18,0.3802,1,0.5859,1.0,0.5563,1.0,0.6419,1.0,38.99,40.18,38.62,40.14,40.14,39.09,39.74,38.79,38.95,38.95
193,2015-03-19,0.3483333333333333,6,0.3802,1.0,0.5859,1.0,0.5563,1.0,40.4,40.92,38.91,39.13,39.13,38.99,40.18,38.62,40.14,40.14
194,2015-03-20,0.0772,1,0.3483333333333333,6.0,0.3802,1.0,0.5859,1.0,39.49,39.8,39.12,39.62,39.62,40.4,40.92,38.91,39.13,39.13
195,2015-03-24,0.8858,1,0.0772,1.0,0.3483333333333333,6.0,0.3802,1.0,40.32,40.76,39.95,40.34,40.34,39.7,40.1,39.49,39.93,39.93
196,2015-03-25,0.6239,1,0.8858,1.0,0.0772,1.0,0.3483333333333333,6.0,39.65,39.72,38.54,38.86,38.86,40.32,40.76,39.95,40.34,40.34
197,2015-03-26,0.0,2,0.6239,1.0,0.8858,1.0,0.0772,1.0,38.78,38.96,37.94,38.08,38.08,39.65,39.72,38.54,38.86,38.86
198,2015-03-27,0.0,1,0.0,2.0,0.6239,1.0,0.8858,1.0,37.81,37.86,36.28,37.0,37.0,38.78,38.96,37.94,38.08,38.08
199,2015-03-31,0.0,1,0.0,1.0,0.0,2.0,0.6239,1.0,38.71,38.75,37.68,37.75,37.75,37.17,38.45,36.36,38.11,38.11
200,2015-04-01,-0.14800000000000002,2,0.0,1.0,0.0,1.0,0.0,2.0,37.74,38.46,37.21,37.52,37.52,38.71,38.75,37.68,37.75,37.75
201,2015-04-02,0.7964,1,-0.14800000000000002,2.0,0.0,1.0,0.0,1.0,38.05,38.65,38.0,38.2,38.2,37.74,38.46,37.21,37.52,37.52
202,2015-04-03,0.7712,1,0.7964,1.0,-0.14800000000000002,2.0,0.0,1.0,,,,,,,,,,
203,2015-04-06,0.1806,2,0.7712,1.0,0.7964,1.0,-0.14800000000000002,2.0,39.6,41.55,39.5,40.62,40.62,38.05,38.65,38.0,38.2,38.2
204,2015-04-08,0.40258,5,0.1806,2.0,0.7712,1.0,0.7964,1.0,41.64,42.18,41.17,41.53,41.53,40.5,41.01,40.23,40.65,40.65
205,2015-04-09,0.6369,1,0.40258,5.0,0.1806,2.0,0.7712,1.0,41.69,42.07,41.22,42.02,42.02,41.64,42.18,41.17,41.53,41.53
206,2015-04-11,0.2023,1,0.6369,1.0,0.40258,5.0,0.1806,2.0,,,,,,,,,,
207,2015-04-12,0.3182,1,0.2023,1.0,0.6369,1.0,0.40258,5.0,,,,,,,,,,
208,2015-04-14,0.0,1,0.3182,1.0,0.2023,1.0,0.6369,1.0,41.71,41.9,41.1,41.49,41.49,42.09,42.6,41.81,41.96,41.96
209,2015-04-15,0.190775,4,0.0,1.0,0.3182,1.0,0.2023,1.0,41.49,41.92,41.32,41.57,41.57,41.71,41.9,41.1,41.49,41.49
210,2015-04-16,0.1806,2,0.190775,4.0,0.0,1.0,0.3182,1.0,41.54,41.83,41.26,41.34,41.34,41.49,41.92,41.32,41.57,41.57
211,2015-04-17,0.6696,1,0.1806,2.0,0.190775,4.0,0.0,1.0,41.0,41.38,40.7,41.36,41.36,41.54,41.83,41.26,41.34,41.34
212,2015-04-18,0.0,1,0.6696,1.0,0.1806,2.0,0.190775,4.0,,,,,,,,,,
213,2015-04-19,0.7955,1,0.0,1.0,0.6696,1.0,0.1806,2.0,,,,,,,,,,
214,2015-04-22,0.6086600000000001,5,0.7955,1.0,0.0,1.0,0.6696,1.0,42.5,44.38,42.34,43.89,43.89,41.16,42.15,40.86,41.88,41.88
215,2015-04-23,0.20995,2,0.6086600000000001,5.0,0.7955,1.0,0.0,1.0,43.65,44.3,43.43,43.72,43.72,42.5,44.38,42.34,43.89,43.89
216,2015-04-24,-0.4466,1,0.20995,2.0,0.6086600000000001,5.0,0.7955,1.0,44.1,44.16,43.6,43.69,43.69,43.65,44.3,43.43,43.72,43.72
217,2015-04-25,0.2775,2,-0.4466,1.0,0.20995,2.0,0.6086600000000001,5.0,,,,,,,,,,
218,2015-04-27,0.5106,1,0.2775,2.0,-0.4466,1.0,0.20995,2.0,44.51,47.75,44.4,46.31,46.31,44.1,44.16,43.6,43.69,43.69
219,2015-04-28,0.0,1,0.5106,1.0,0.2775,2.0,-0.4466,1.0,46.95,47.1,45.61,46.1,46.1,44.51,47.75,44.4,46.31,46.31
220,2015-04-29,0.1366,2,0.0,1.0,0.5106,1.0,0.2775,2.0,46.01,46.99,45.53,46.49,46.49,46.95,47.1,45.61,46.1,46.1
221,2015-04-30,0.21906666666666666,3,0.1366,2.0,0.0,1.0,0.5106,1.0,46.08,46.58,45.03,45.21,45.21,46.01,46.99,45.53,46.49,46.49
222,2015-05-01,0.15695714285714285,7,0.21906666666666666,3.0,0.1366,2.0,0.0,1.0,45.99,46.35,44.08,45.21,45.21,46.08,46.58,45.03,45.21,45.21
223,2015-05-02,0.4215,1,0.15695714285714285,7.0,0.21906666666666666,3.0,0.1366,2.0,,,,,,,,,,
224,2015-05-04,0.29600000000000004,1,0.4215,1.0,0.15695714285714285,7.0,0.21906666666666666,3.0,45.64,46.95,45.42,46.1,46.1,45.99,46.35,44.08,45.21,45.21
225,2015-05-05,0.8356,1,0.29600000000000004,1.0,0.4215,1.0,0.15695714285714285,7.0,47.55,47.9,45.83,46.59,46.59,45.64,46.95,45.42,46.1,46.1
226,2015-05-06,0.1366,2,0.8356,1.0,0.29600000000000004,1.0,0.4215,1.0,46.82,46.89,45.64,46.09,46.09,47.55,47.9,45.83,46.59,46.59
227,2015-05-07,0.0,1,0.1366,2.0,0.8356,1.0,0.29600000000000004,1.0,44.2,47.5,44.05,47.36,47.36,46.82,46.89,45.64,46.09,46.09
228,2015-05-08,0.414975,4,0.0,1.0,0.1366,2.0,0.8356,1.0,47.2,47.68,46.74,47.32,47.32,44.2,47.5,44.05,47.36,47.36
229,2015-05-09,-0.003950000000000009,2,0.414975,4.0,0.0,1.0,0.1366,2.0,,,,,,,,,,
230,2015-05-10,0.784,1,-0.003950000000000009,2.0,0.414975,4.0,0.0,1.0,,,,,,,,,,
231,2015-05-11,0.7171,1,0.784,1.0,-0.003950000000000009,2.0,0.414975,4.0,47.26,48.58,47.06,47.9,47.9,47.2,47.68,46.74,47.32,47.32
232,2015-05-12,-0.13775,2,0.7171,1.0,0.784,1.0,-0.003950000000000009,2.0,48.02,49.27,47.64,48.95,48.95,47.26,48.58,47.06,47.9,47.9
233,2015-05-13,0.4215,1,-0.13775,2.0,0.7171,1.0,0.784,1.0,49.52,49.66,48.45,48.64,48.64,48.02,49.27,47.64,48.95,48.95
234,2015-05-14,0.42755,2,0.4215,1.0,-0.13775,2.0,0.7171,1.0,48.96,48.98,48.25,48.82,48.82,49.52,49.66,48.45,48.64,48.64
235,2015-05-15,0.423875,4,0.42755,2.0,0.4215,1.0,-0.13775,2.0,48.79,49.88,48.5,49.77,49.77,48.96,48.98,48.25,48.82,48.82
236,2015-05-16,0.6588,1,0.423875,4.0,0.42755,2.0,0.4215,1.0,,,,,,,,,,
237,2015-05-17,0.15246666666666667,3,0.6588,1.0,0.423875,4.0,0.42755,2.0,,,,,,,,,,
238,2015-05-18,-0.01715,2,0.15246666666666667,3.0,0.6588,1.0,0.423875,4.0,49.4,49.98,49.2,49.75,49.75,48.79,49.88,48.5,49.77,49.77
239,2015-05-19,0.1289,2,-0.01715,2.0,0.15246666666666667,3.0,0.6588,1.0,49.69,50.2,49.23,49.43,49.43,49.4,49.98,49.2,49.75,49.75
240,2015-05-21,0.6172000000000001,3,0.1289,2.0,-0.01715,2.0,0.15246666666666667,3.0,48.61,49.32,48.47,49.12,49.12,49.43,49.55,48.27,48.87,48.87
241,2015-05-22,0.3544,2,0.6172000000000001,3.0,0.1289,2.0,-0.01715,2.0,49.08,49.72,49.0,49.55,49.55,48.61,49.32,48.47,49.12,49.12
242,2015-05-23,0.8436666666666667,3,0.3544,2.0,0.6172000000000001,3.0,0.1289,2.0,,,,,,,,,,
243,2015-05-25,0.4404,1,0.8436666666666667,3.0,0.3544,2.0,0.6172000000000001,3.0,,,,,,,,,,
244,2015-05-26,0.7269,1,0.4404,1.0,0.8436666666666667,3.0,0.3544,2.0,49.54,50.4,49.3,49.49,49.49,49.08,49.72,49.0,49.55,49.55
245,2015-05-27,0.276475,4,0.7269,1.0,0.4404,1.0,0.8436666666666667,3.0,49.7,49.9,49.11,49.49,49.49,49.54,50.4,49.3,49.49,49.49
246,2015-05-28,0.0772,1,0.276475,4.0,0.7269,1.0,0.4404,1.0,49.41,50.36,49.01,50.29,50.29,49.7,49.9,49.11,49.49,49.49
247,2015-05-29,-0.4278,1,0.0772,1.0,0.276475,4.0,0.7269,1.0,50.2,50.57,49.89,50.16,50.16,49.41,50.36,49.01,50.29,50.29
248,2015-05-31,0.5106,1,-0.4278,1.0,0.0772,1.0,0.276475,4.0,,,,,,,,,,
249,2015-06-02,0.5707500000000001,2,0.5106,1.0,-0.4278,1.0,0.0772,1.0,49.78,49.88,49.26,49.67,49.67,50.28,50.32,49.49,49.89,49.89
250,2015-06-03,0.0,1,0.5707500000000001,2.0,0.5106,1.0,-0.4278,1.0,49.64,50.14,49.4,49.8,49.8,49.78,49.88,49.26,49.67,49.67
251,2015-06-04,0.57235,2,0.0,1.0,0.5707500000000001,2.0,0.5106,1.0,49.5,49.86,49.14,49.18,49.18,49.64,50.14,49.4,49.8,49.8
252,2015-06-05,0.6921,1,0.57235,2.0,0.0,1.0,0.5707500000000001,2.0,49.2,49.94,49.14,49.83,49.83,49.5,49.86,49.14,49.18,49.18
253,2015-06-07,0.0,1,0.6921,1.0,0.57235,2.0,0.0,1.0,,,,,,,,,,
254,2015-06-09,0.0,1,0.0,1.0,0.6921,1.0,0.57235,2.0,51.08,51.55,50.83,51.2,51.2,50.17,51.75,50.06,51.26,51.26
255,2015-06-10,0.11475,2,0.0,1.0,0.0,1.0,0.6921,1.0,50.38,50.8,49.7,50.14,50.14,51.08,51.55,50.83,51.2,51.2
256,2015-06-11,0.0,1,0.11475,2.0,0.0,1.0,0.0,1.0,50.65,50.87,50.09,50.28,50.28,50.38,50.8,49.7,50.14,50.14
257,2015-06-12,0.0,1,0.0,1.0,0.11475,2.0,0.0,1.0,50.04,50.69,50.04,50.14,50.14,50.65,50.87,50.09,50.28,50.28
258,2015-06-13,-0.4278,1,0.0,1.0,0.0,1.0,0.11475,2.0,,,,,,,,,,
259,2015-06-15,0.0,1,-0.4278,1.0,0.0,1.0,0.0,1.0,49.94,50.26,49.2,50.08,50.08,50.04,50.69,50.04,50.14,50.14
260,2015-06-16,0.4294,2,0.0,1.0,-0.4278,1.0,0.0,1.0,50.03,50.69,49.82,50.62,50.62,49.94,50.26,49.2,50.08,50.08
261,2015-06-18,0.0,2,0.4294,2.0,0.0,1.0,-0.4278,1.0,52.4,52.69,52.0,52.38,52.38,50.43,52.87,50.4,52.08,52.08
262,2015-06-19,0.42741999999999997,5,0.0,2.0,0.4294,2.0,0.0,1.0,52.48,52.76,52.02,52.5,52.5,52.4,52.69,52.0,52.38,52.38
263,2015-06-20,0.7644,1,0.42741999999999997,5.0,0.0,2.0,0.4294,2.0,,,,,,,,,,
264,2015-06-21,0.1169,3,0.7644,1.0,0.42741999999999997,5.0,0.0,2.0,,,,,,,,,,
265,2015-06-22,-0.4278,1,0.1169,3.0,0.7644,1.0,0.42741999999999997,5.0,52.43,52.88,51.14,51.96,51.96,52.48,52.76,52.02,52.5,52.5
266,2015-06-23,0.56021,10,-0.4278,1.0,0.1169,3.0,0.7644,1.0,52.06,53.6,51.71,53.53,53.53,52.43,52.88,51.14,51.96,51.96
267,2015-06-24,0.63178,5,0.56021,10.0,-0.4278,1.0,0.1169,3.0,53.4,53.47,52.74,53.03,53.03,52.06,53.6,51.71,53.53,53.53
268,2015-06-25,0.5694,3,0.63178,5.0,0.56021,10.0,-0.4278,1.0,53.29,54.28,53.05,53.76,53.76,53.4,53.47,52.74,53.03,53.03
269,2015-06-26,0.34257000000000004,10,0.5694,3.0,0.63178,5.0,0.56021,10.0,53.78,53.82,53.2,53.42,53.42,53.29,54.28,53.05,53.76,53.76
270,2015-06-27,0.4359,2,0.34257000000000004,10.0,0.5694,3.0,0.63178,5.0,,,,,,,,,,
271,2015-06-28,0.0,1,0.4359,2.0,0.34257000000000004,10.0,0.5694,3.0,,,,,,,,,,
272,2015-06-30,0.6277666666666667,3,0.0,1.0,0.4359,2.0,0.34257000000000004,10.0,52.96,54.18,52.8,53.65,53.65,52.39,53.19,52.14,52.4,52.4
273,2015-07-01,0.128,1,0.6277666666666667,3.0,0.0,1.0,0.4359,2.0,54.22,54.52,53.57,53.83,53.83,52.96,54.18,52.8,53.65,53.65
274,2015-07-02,0.270075,4,0.128,1.0,0.6277666666666667,3.0,0.0,1.0,56.04,56.49,54.66,56.0,56.0,54.22,54.52,53.57,53.83,53.83
275,2015-07-03,0.38195,2,0.270075,4.0,0.128,1.0,0.6277666666666667,3.0,,,,,,,,,,
276,2015-07-04,0.5630222222222222,9,0.38195,2.0,0.270075,4.0,0.128,1.0,,,,,,,,,,
277,2015-07-05,0.6748,4,0.5630222222222222,9.0,0.38195,2.0,0.270075,4.0,,,,,,,,,,
278,2015-07-06,0.41085,2,0.6748,4.0,0.5630222222222222,9.0,0.38195,2.0,55.78,56.34,55.26,55.94,55.94,56.04,56.49,54.66,56.0,56.0
279,2015-07-07,0.3793,2,0.41085,2.0,0.6748,4.0,0.5630222222222222,9.0,55.0,55.04,52.15,53.58,53.58,55.78,56.34,55.26,55.94,55.94
280,2015-07-08,0.385675,4,0.3793,2.0,0.41085,2.0,0.6748,4.0,51.86,52.16,50.86,50.99,50.99,55.0,55.04,52.15,53.58,53.58
281,2015-07-09,0.27055,2,0.385675,4.0,0.3793,2.0,0.41085,2.0,51.82,52.59,51.36,51.58,51.58,51.86,52.16,50.86,50.99,50.99
282,2015-07-10,0.4424,1,0.27055,2.0,0.385675,4.0,0.3793,2.0,52.44,52.6,51.56,51.83,51.83,51.82,52.59,51.36,51.58,51.58
283,2015-07-11,0.7568,1,0.4424,1.0,0.27055,2.0,0.385675,4.0,,,,,,,,,,
284,2015-07-12,-0.3164,1,0.7568,1.0,0.4424,1.0,0.27055,2.0,,,,,,,,,,
285,2015-07-13,0.0,1,-0.3164,1.0,0.7568,1.0,0.4424,1.0,52.45,52.51,51.21,52.43,52.43,52.44,52.6,51.56,51.83,51.83
286,2015-07-14,0.0,1,0.0,1.0,-0.3164,1.0,0.7568,1.0,52.42,53.2,52.1,53.13,53.13,52.45,52.51,51.21,52.43,52.43
287,2015-07-15,0.3166,9,0.0,1.0,0.0,1.0,-0.3164,1.0,53.35,53.5,52.42,52.63,52.63,52.42,53.2,52.1,53.13,53.13
288,2015-07-16,0.37388333333333335,6,0.3166,9.0,0.0,1.0,0.0,1.0,52.84,53.44,52.63,53.34,53.34,53.35,53.5,52.42,52.63,52.63
289,2015-07-17,0.0495142857142857,7,0.37388333333333335,6.0,0.3166,9.0,0.0,1.0,54.5,55.11,53.65,54.93,54.93,52.84,53.44,52.63,53.34,53.34
290,2015-07-18,-0.3612,1,0.0495142857142857,7.0,0.37388333333333335,6.0,0.3166,9.0,,,,,,,,,,
291,2015-07-20,0.4294,2,-0.3612,1.0,0.0495142857142857,7.0,0.37388333333333335,6.0,55.0,57.33,54.51,56.45,56.45,54.5,55.11,53.65,54.93,54.93
292,2015-07-21,0.1675,2,0.4294,2.0,-0.3612,1.0,0.0495142857142857,7.0,54.01,54.7,53.31,53.35,53.35,55.0,57.33,54.51,56.45,56.45
293,2015-07-22,0.3182,1,0.1675,2.0,0.4294,2.0,-0.3612,1.0,52.25,53.89,52.17,53.57,53.57,54.01,54.7,53.31,53.35,53.35
294,2015-07-25,0.7568,1,0.3182,1.0,0.1675,2.0,0.4294,2.0,,,,,,,,,,
295,2015-07-26,0.5404800000000001,5,0.7568,1.0,0.3182,1.0,0.1675,2.0,,,,,,,,,,
296,2015-07-27,0.4494,3,0.5404800000000001,5.0,0.7568,1.0,0.3182,1.0,52.49,52.89,50.16,50.6,50.6,53.48,54.22,52.78,53.08,53.08
297,2015-07-28,0.4939,1,0.4494,3.0,0.5404800000000001,5.0,0.7568,1.0,51.15,53.08,50.37,52.96,52.96,52.49,52.89,50.16,50.6,50.6
298,2015-07-29,0.7531666666666667,3,0.4939,1.0,0.4494,3.0,0.5404800000000001,5.0,52.85,53.58,52.4,52.76,52.76,51.15,53.08,50.37,52.96,52.96
299,2015-07-30,0.590375,4,0.7531666666666667,3.0,0.4939,1.0,0.4494,3.0,52.54,53.39,52.42,53.36,53.36,52.85,53.58,52.4,52.76,52.76
300,2015-07-31,0.5722,5,0.590375,4.0,0.7531666666666667,3.0,0.4939,1.0,53.52,53.87,53.02,53.23,53.23,52.54,53.39,52.42,53.36,53.36
301,2015-08-01,0.0,1,0.5722,5.0,0.590375,4.0,0.7531666666666667,3.0,,,,,,,,,,
302,2015-08-02,-0.374,1,0.0,1.0,0.5722,5.0,0.590375,4.0,,,,,,,,,,
303,2015-08-03,0.4404,1,-0.374,1.0,0.0,1.0,0.5722,5.0,53.26,53.34,51.41,52.0,52.0,53.52,53.87,53.02,53.23,53.23
304,2015-08-05,0.15588333333333335,6,0.4404,1.0,-0.374,1.0,0.0,1.0,52.72,54.2,52.08,54.03,54.03,52.0,53.34,51.67,53.26,53.26
305,2015-08-06,0.0,1,0.15588333333333335,6.0,0.4404,1.0,-0.374,1.0,49.91,51.0,47.22,49.23,49.23,52.72,54.2,52.08,54.03,54.03
306,2015-08-07,0.8268,1,0.0,1.0,0.15588333333333335,6.0,0.4404,1.0,48.72,48.75,47.68,48.5,48.5,49.91,51.0,47.22,49.23,49.23
307,2015-08-10,0.0,1,0.8268,1.0,0.0,1.0,0.15588333333333335,6.0,47.63,48.59,47.21,48.23,48.23,48.72,48.75,47.68,48.5,48.5
308,2015-08-12,0.0,1,0.0,1.0,0.8268,1.0,0.0,1.0,47.0,47.95,46.55,47.63,47.63,47.43,47.86,46.89,47.47,47.47
309,2015-08-13,0.0,1,0.0,1.0,0.0,1.0,0.8268,1.0,47.97,49.3,47.82,48.5,48.5,47.0,47.95,46.55,47.63,47.63
310,2015-08-14,-0.3612,1,0.0,1.0,0.0,1.0,0.0,1.0,49.45,49.59,48.35,48.63,48.63,47.97,49.3,47.82,48.5,48.5
311,2015-08-15,-0.5033,1,-0.3612,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,
312,2015-08-16,0.5948249999999999,4,-0.5033,1.0,-0.3612,1.0,0.0,1.0,,,,,,,,,,
313,2015-08-17,0.4215,1,0.5948249999999999,4.0,-0.5033,1.0,-0.3612,1.0,51.11,51.32,50.1,51.0,51.0,49.45,49.59,48.35,48.63,48.63
314,2015-08-18,0.4134,2,0.4215,1.0,0.5948249999999999,4.0,-0.5033,1.0,51.08,52.19,50.71,52.14,52.14,51.11,51.32,50.1,51.0,51.0
315,2015-08-19,0.71945,2,0.4134,2.0,0.4215,1.0,0.5948249999999999,4.0,52.07,52.13,51.0,51.05,51.05,51.08,52.19,50.71,52.14,52.14
316,2015-08-20,0.5758,2,0.71945,2.0,0.4134,2.0,0.4215,1.0,50.41,50.91,48.38,48.44,48.44,52.07,52.13,51.0,51.05,51.05
317,2015-08-21,0.0,1,0.5758,2.0,0.71945,2.0,0.4134,2.0,47.2,48.76,46.1,46.15,46.15,50.41,50.91,48.38,48.44,48.44
318,2015-08-22,0.0,1,0.0,1.0,0.5758,2.0,0.71945,2.0,,,,,,,,,,
319,2015-08-23,0.7351,1,0.0,1.0,0.0,1.0,0.5758,2.0,,,,,,,,,,
320,2015-08-25,0.5859,1,0.7351,1.0,0.0,1.0,0.0,1.0,46.1,46.18,43.82,44.01,44.01,40.56,46.28,39.0,43.77,43.77
321,2015-08-26,0.5411,1,0.5859,1.0,0.7351,1.0,0.0,1.0,45.59,45.6,43.1,44.97,44.97,46.1,46.18,43.82,44.01,44.01
322,2015-08-27,0.6369,1,0.5411,1.0,0.5859,1.0,0.7351,1.0,46.2,48.95,46.16,48.6,48.6,45.59,45.6,43.1,44.97,44.97
323,2015-08-28,0.677225,4,0.6369,1.0,0.5411,1.0,0.5859,1.0,48.37,50.29,48.31,49.7,49.7,46.2,48.95,46.16,48.6,48.6
324,2015-08-29,0.3612,1,0.677225,4.0,0.6369,1.0,0.5411,1.0,,,,,,,,,,
325,2015-08-31,0.0,1,0.3612,1.0,0.677225,4.0,0.6369,1.0,49.12,50.99,49.1,49.81,49.81,48.37,50.29,48.31,49.7,49.7
326,2015-09-02,0.8309,1,0.0,1.0,0.3612,1.0,0.677225,4.0,49.06,49.58,47.96,49.54,49.54,48.07,49.2,47.39,47.73,47.73
327,2015-09-03,-0.4215,1,0.8309,1.0,0.0,1.0,0.3612,1.0,50.41,50.42,49.0,49.11,49.11,49.06,49.58,47.96,49.54,49.54
328,2015-09-04,0.28595,2,-0.4215,1.0,0.8309,1.0,0.0,1.0,48.18,48.82,47.64,48.39,48.39,50.41,50.42,49.0,49.11,49.11
329,2015-09-05,0.0,1,0.28595,2.0,-0.4215,1.0,0.8309,1.0,,,,,,,,,,
330,2015-09-06,0.3856,2,0.0,1.0,0.28595,2.0,-0.4215,1.0,,,,,,,,,,
331,2015-09-08,0.6588,1,0.3856,2.0,0.0,1.0,0.28595,2.0,49.01,49.83,48.81,49.63,49.63,48.18,48.82,47.64,48.39,48.39
332,2015-09-09,0.431,1,0.6588,1.0,0.3856,2.0,0.0,1.0,50.41,50.85,49.66,49.78,49.78,49.01,49.83,48.81,49.63,49.63
333,2015-09-10,0.11315,2,0.431,1.0,0.6588,1.0,0.3856,2.0,49.45,50.14,49.07,49.7,49.7,50.41,50.85,49.66,49.78,49.78
334,2015-09-11,0.12516666666666665,3,0.11315,2.0,0.431,1.0,0.6588,1.0,49.53,50.05,48.95,50.05,50.05,49.45,50.14,49.07,49.7,49.7
335,2015-09-12,0.0,2,0.12516666666666665,3.0,0.11315,2.0,0.431,1.0,,,,,,,,,,
